WKT,fid
"SRID=3857;POLYGON ((-169360.28214943619 743752.8770215987, -169348.28191555873 743750.4224984013, -169348.53790213252 743749.2008812869, -169343.33928244573 743748.1360988588, -169346.15573537137 743734.4290932534, -169367.84071099808 743738.8673320104, -169365.02435818425 743752.6304807026, -169360.52702356063 743751.711445609, -169360.28214943619 743752.8770215987))",10505
"SRID=3857;POLYGON ((-169312.27010149596 743784.6284943444, -169313.78399625726 743776.1218212899, -169322.8898900087 743777.7357274797, -169321.38710769042 743786.242400784, -169312.27010149596 743784.6284943444))",10508
"SRID=3857;POLYGON ((-169239.33355138742 743782.1515935668, -169242.89573914203 743775.0346621813, -169248.47288257343 743777.8142456448, -169244.91059470703 743784.9310765971, -169239.33355138742 743782.1515935668))",10512
"SRID=3857;POLYGON ((-169327.67664862802 743825.8280772374, -169329.40208019732 743813.3091064946, -169366.2154916207 743818.374993478, -169364.49006005144 743830.893965375, -169327.67664862802 743825.8280772374))",10513
"SRID=3857;POLYGON ((-169198.1342300809 743876.6328281543, -169200.4941719623 743870.9056282402, -169201.68530539246 743871.398811882, -169207.51843539768 743857.2658213944, -169221.67828689076 743863.1162905821, -169218.6058473977 743870.5358161019, -169220.44260358298 743871.2979173723, -169215.29964621054 743883.7272956981, -169198.1342300809 743876.6328281543))",10514
"SRID=3857;POLYGON ((-169201.2956692111 743852.8050960763, -169207.20668640407 743839.0756881663, -169216.59099182635 743843.1104583434, -169215.82283190032 743844.8813022361, -169219.2849075811 743846.3719397876, -169214.1308377656 743858.3305051377, -169201.2956692111 743852.8050960763))",10515
"SRID=3857;POLYGON ((-169171.37297171468 743847.5263296851, -169175.85919389524 743838.5825048082, -169183.4066430204 743842.3707336565, -169178.9204208398 743851.3144583568, -169171.37297171468 743847.5263296851))",10516
"SRID=3857;POLYGON ((-169162.1557533409 743873.8420515851, -169164.43780802822 743868.6640768836, -169171.28387197206 743871.6790184146, -169169.00191739656 743876.8569934001, -169162.1557533409 743873.8420515851))",10517
"SRID=3857;POLYGON ((-169137.88808646996 743875.9154792223, -169143.0199314057 743866.1199429107, -169150.25563153723 743869.908173658, -169145.13499915635 743879.7037106451, -169137.88808646996 743875.9154792223))",10518
"SRID=3857;POLYGON ((-169125.08635534372 743824.6064584401, -169126.64479997632 743817.142085965, -169132.8230162916 743818.4310347316, -169143.0199314057 743820.5605015331, -169137.4984502886 743846.9771049747, -169123.89522191355 743844.1415775255, -169127.85815829254 743825.1892472082, -169125.08635534372 743824.6064584401))",10519
"SRID=3857;POLYGON ((-169104.18055197428 743788.9098015807, -169112.77437247895 743774.1381036645, -169123.6057979115 743780.4367929107, -169132.38893034443 743765.3512262489, -169147.7843650335 743774.3062272836, -169130.4185245389 743804.1747873002, -169104.18055197428 743788.9098015807))",10520
"SRID=3857;POLYGON ((-169163.79208516126 743773.219068211, -169168.95736752523 743761.9888553055, -169190.1191574685 743771.7508088083, -169184.95397521 743782.9697348286, -169163.79208516126 743773.219068211))",10522
"SRID=3857;POLYGON ((-169177.72928740966 743789.6943786831, -169179.56604359497 743783.8552061951, -169186.54585727086 743786.0407128708, -169184.70900097373 743791.8910736804, -169177.72928740966 743789.6943786831))",10523
"SRID=3857;POLYGON ((-169199.04695184654 743789.1115902978, -169207.32912346945 743771.1568325283, -169223.7265798904 743778.7219923018, -169221.22187595203 743784.1689765248, -169229.01419920794 743787.76670179, -169223.2478439601 743800.263290537, -169199.04695184654 743789.1115902978))",10525
"SRID=3857;POLYGON ((-169194.49405502042 743803.3678338141, -169196.56457289978 743798.4700719077, -169199.7483370215 743799.8149606775, -169200.44962208468 743798.1673887871, -169198.30111690576 743797.2596418089, -169198.62397833608 743796.4862526823, -169208.73179371393 743800.7676616359, -169205.6260168917 743808.086284348, -169194.49405502042 743803.3678338141))",10526
"SRID=3857;POLYGON ((-169215.5000705755 743766.0349086985, -169217.84890001387 743761.3051729063, -169227.58930408375 743766.1357022219, -169225.25158708842 743770.86543843, -169215.5000705755 743766.0349086985))",10527
"SRID=3857;POLYGON ((-169256.49896751708 743731.0780130723, -169251.53410951802 743728.1191204184, -169249.94222745713 743730.7754311161, -169240.94765832805 743725.4180575593, -169242.9291765766 743722.0894548645, -169234.36869338836 743717.0010998243, -169246.1462780148 743697.2306733663, -169268.6661883249 743710.635087847, -169256.49896751708 743731.0780130723))",10530
"SRID=3857;POLYGON ((-169119.21978791655 743628.7740593844, -169127.62439660484 743607.479469415, -169141.11630035122 743612.8030657357, -169132.71169166293 743634.0977585609, -169119.21978791655 743628.7740593844))",10538
"SRID=3857;POLYGON ((-169213.31812796197 743724.768040622, -169215.22175901648 743720.1393034073, -169225.99742202286 743724.5663529343, -169224.09389108018 743729.1950905285, -169213.31812796197 743724.768040622))",10545
"SRID=3857;POLYGON ((-171192.07778543033 745230.9710630736, -171200.4823941186 745211.8389374844, -171223.54781511 745221.9821584556, -171215.14320642172 745241.1142875776, -171192.07778543033 745230.9710630736))",10655
"SRID=3857;POLYGON ((-171205.113278238 745119.4737334236, -171216.2452401093 745110.1935466754, -171225.65177041764 745121.4911655368, -171214.51980854632 745130.7714549991, -171205.113278238 745119.4737334236))",10657
"SRID=3857;POLYGON ((-169448.02417379298 744558.7740159784, -169449.53816865978 744551.6457957032, -169452.91114459795 744552.3631534629, -169453.79052904082 744548.2386236547, -169460.42515629483 744549.650861819, -169460.91500466183 744547.3644290004, -169470.96715772533 744549.5051123068, -169466.7814719835 744569.1300960304, -169450.0946916723 744565.577173348, -169451.39714973114 744559.4913738314, -169448.02417379298 744558.7740159784))",10672
"SRID=3857;POLYGON ((-169471.4123561092 744570.6432305268, -169473.137887784 744558.4377639373, -169475.87635341004 744558.8188697423, -169476.24366459984 744556.1626197922, -169473.87261028172 744555.8375560056, -169474.4291332943 744551.8699636984, -169486.86355322442 744553.607164933, -169483.65756422293 744576.4376329005, -169473.60541115943 744575.0254948416, -169474.16203428377 744571.0354238633, -169471.4123561092 744570.6432305268))",10673
"SRID=3857;POLYGON ((-169532.52677171997 744583.7004177542, -169524.6565612763 744582.086487883, -169523.7659642786 744586.4462758213, -169516.96435009423 744585.0565140065, -169518.67866922048 744576.7066547817, -169517.02001240224 744576.3704026307, -169518.48945740407 744569.2086153337, -169520.148114216 744569.5560556821, -169520.93839890993 744565.689257374, -169541.36556646726 744569.8810187553, -169537.78105372106 744587.3541366403, -169532.0146984732 744586.1660656476, -169532.52677171997 744583.7004177542))",10674
"SRID=3857;POLYGON ((-169536.84600696387 744538.2411759425, -169524.7566733438 744536.2909954964, -169525.34673390276 744532.6484682497, -169524.32258740294 744532.4803423089, -169525.60272047023 744524.5788268556, -169526.5377672211 744524.7244755069, -169527.0721654657 744521.4629537788, -169529.35422015304 744521.832871089, -169530.18905472461 744516.6323580222, -169543.23576008712 744518.750663662, -169540.2412077818 744537.2548974729, -169537.09088109463 744536.7505196097, -169536.84600696387 744538.2411759425))",10675
"SRID=3857;POLYGON ((-169522.40784390544 744510.8491501916, -169522.9310295952 744496.7720370655, -169525.86991959251 744496.8841209508, -169526.04801896593 744492.0086736481, -169543.60307127694 744492.6588004611, -169543.4027470238 744497.8928759494, -169542.20050115063 744497.8480222354, -169541.91107714857 744505.9064714649, -169542.99078584457 744505.9513251854, -169542.74591172015 744512.5975383574, -169529.05358359616 744512.0819724848, -169529.08702103075 744511.0956944852, -169522.40784390544 744510.8491501916))",10676
"SRID=3857;POLYGON ((-169406.96951443158 744654.5903083212, -169406.92506467208 744651.6986970613, -169395.47024136412 744651.9003881541, -169395.20304224815 744636.3887226956, -169416.92155542123 744636.0188046069, -169417.18865442538 744651.5193824914, -169413.4149298628 744651.5866128596, -169413.45947973413 744654.4782241137, -169406.96951443158 744654.5903083212))",10677
"SRID=3857;POLYGON ((-169499.29797315455 744615.5419777329, -169517.14244946762 744615.0264108933, -169517.47642334097 744626.3127395348, -169499.63184691608 744626.8395955282, -169499.29797315455 744615.5419777329))",10681
"SRID=3857;POLYGON ((-169419.89378272867 744514.5141532526, -169419.94944504302 744511.1742137055, -169424.64710391976 744511.2526321311, -169424.60255404847 744514.5925716829, -169419.89378272867 744514.5141532526))",10683
"SRID=3857;POLYGON ((-169395.94887718259 744518.0782608666, -169395.80421523747 744499.7196821056, -169409.44088104714 744499.6075982143, -169409.47421836355 744504.2365019216, -169411.77859804244 744504.2141254592, -169411.8008229222 744506.7694772241, -169416.0643958581 744506.7358117378, -169416.09773317454 744511.8130517149, -169411.8453727935 744511.8466164161, -169411.85648523655 744513.8416497208, -169409.55220566946 744513.8640261871, -169409.58554299225 744517.9661769377, -169395.94887718259 744518.0782608666))",10684
"SRID=3857;POLYGON ((-169402.31640542613 744560.2422964245, -169402.11598105484 744555.1763410006, -169398.96565436767 744555.3108014883, -169398.75421767152 744549.99830205, -169417.73416510673 744549.2137140783, -169417.95681435775 744554.6831512172, -169416.787905801 744554.7280049776, -169416.8770055436 744556.8238348091, -169417.52262829876 744556.8014583254, -169417.70072767846 744561.049261033, -169417.03277993176 744561.0716375185, -169417.0996547946 744562.7752743119, -169415.0068119237 744562.8648810512, -169415.1960237401 744567.5610203585, -169398.4313562412 744568.2559010432, -169398.1196072476 744560.4216106898, -169402.31640542613 744560.2422964245))",10685
"SRID=3857;POLYGON ((-169396.77269942293 744545.0219542818, -169396.33851337028 744520.6224250458, -169408.33874724142 744520.3982571717, -169408.45007186377 744526.5290068857, -169405.1661956745 744526.5850488556, -169405.32197005633 744535.2486750829, -169408.1049855537 744535.2038213385, -169408.2830849271 744544.8089745507, -169396.77269942293 744545.0219542818))",10686
"SRID=3857;POLYGON ((-169449.8720424213 744535.1254028784, -169451.27471266576 744524.3321817067, -169454.06884060617 744524.6909108041, -169454.55858886134 744520.9138231225, -169470.67773372328 744522.9984634246, -169467.9837178567 744543.7554657331, -169455.2043117283 744542.1078715222, -169455.69405998348 744538.3308834365, -169452.3545214799 744537.8937357861, -169452.6661703617 744535.4840312519, -169449.8720424213 744535.1254028784))",10687
"SRID=3857;POLYGON ((-168998.1820901252 743621.4217956119, -168993.5066561282 743618.5526148542, -168995.73304850116 743614.9325245683, -168987.09467812517 743609.6089280413, -168997.04661900303 743593.447440805, -169016.4496400542 743605.3835750187, -169007.63317030482 743619.7182888124, -169002.8575241222 743616.7705902023, -169001.22109219 743619.4268955173, -168999.90752168815 743618.6199447445, -168998.1820901252 743621.4217956119))",10690
"SRID=3857;POLYGON ((-169049.82320067656 743646.3141069807, -169041.08461811492 743642.2681631963, -169057.96071035435 743605.8319032917, -169070.21693079927 743611.5142225857, -169067.0777165488 743618.2836984594, -169070.31714298492 743619.7855179112, -169068.1798503545 743624.4030586239, -169064.94042391842 743622.9124270944, -169062.4357199864 743628.314542868, -169058.4727836074 743626.4764768481, -169057.51541185865 743628.5275190449, -169061.28913642123 743630.2758791228, -169058.53955835843 743636.2159293682, -169061.31136130096 743637.493685839, -169059.16295623383 743642.1336041507, -169056.39105317954 743640.855948365, -169054.18698579178 743645.6080499018, -169050.86967216793 743644.0725647868, -169049.82320067656 743646.3141069807))",10692
"SRID=3857;POLYGON ((-169034.22734161624 743618.0595342685, -169029.051046921 743615.5826409992, -169026.30136874644 743621.3321904021, -169019.80039111263 743618.2164693625, -169030.787590927 743595.2406527435, -169051.381745421 743605.0921817995, -169040.28312086614 743628.3033548186, -169031.36643893112 743624.0444361999, -169034.22734161624 743618.0595342685))",10695
"SRID=3857;POLYGON ((-168771.61355397195 743678.9845520164, -168776.0329012897 743662.4083806075, -168782.63419122095 743664.1679298264, -168780.85309734364 743670.8253299801, -168782.43376684966 743671.239993813, -168784.10363621643 743664.9861701244, -168796.08154509604 743668.1803110376, -168791.77352240696 743684.3642971743, -168771.61355397195 743678.9845520164))",10696
"SRID=3857;POLYGON ((-168992.10408599552 743772.367262052, -168990.69030331436 743751.1958868796, -169005.55143987061 743750.1983336776, -169005.9410760583 743756.0264153064, -169008.49032986796 743755.8582917433, -169009.03574043745 743764.0735675981, -169006.48658673963 743764.2416911864, -169006.75368575013 743768.1195203514, -169001.19886731028 743768.489331794, -169001.42151655492 743771.7396207231, -168992.10408599552 743772.367262052))",10707
"SRID=3857;POLYGON ((-168955.39088675776 743707.2055918457, -168957.8177034957 743694.6193181478, -168959.43181043633 743694.9330879678, -168960.09975818303 743691.4699279534, -168964.83075438256 743692.388962046, -168965.1647282559 743690.6966411152, -168976.0294910049 743692.7924379724, -168975.70672968638 743694.4848597609, -168978.17799619015 743694.9555648998, -168976.58611412926 743703.2155839206, -168977.7994724455 743703.4510373169, -168976.2966901272 743711.2403523388, -168955.39088675776 743707.2055918457))",10716
"SRID=3857;POLYGON ((-171839.83472838544 745123.9569383953, -171855.19682575806 745123.1051112759, -171855.19682575806 745145.5323296284, -171840.9256496363 745146.025524723, -171839.83472838544 745123.9569383953))",10717
"SRID=3857;POLYGON ((-171895.0492392463 745159.8001138034, -171896.27370999922 745144.31068146, -171937.72911799134 745150.6320054522, -171935.7587121858 745166.1326279439, -171895.0492392463 745159.8001138034))",10718
"SRID=3857;POLYGON ((-171839.96837799935 745042.9231508326, -171841.4043855666 745019.2631407211, -171855.02983882139 745020.0924887533, -171855.63101181074 745022.7263844955, -171856.65515831052 745021.9642672393, -171856.52150869663 745024.1273457366, -171860.2507834997 745024.3515156686, -171859.63849806102 745034.5508452491, -171862.49940075245 745034.7188719327, -171862.26563906472 745038.5632258201, -171859.03732507167 745038.372721649, -171858.6922387553 745044.055189211, -171839.96837799935 745042.9231508326))",10719
